,index,log2_deme,migration_rate,s_driver_birth
10223,00001D30,5,0.5,1.3
10224,0000170E,4,0.5,1.0
10225,00001B36,5,0.05,0.4
10226,00000838,2,0.05,1.0
10227,0000240E,6,0.75,1.7
10228,00001AE5,5,0.05,1.2
10229,0000008E,1,0.01,0.6
10230,00000720,2,0.025,1.8
10231,00002C30,8,0.01,0.9
10232,00000491,1,0.5,0.4
10233,000026EA,7,0.025,0.4
10234,00000AA6,2,0.5,0.8
10235,00000540,1,0.75,0.6
10236,00000EBF,3,0.05,0.3
10237,00000B77,2,0.75,0.7
10238,00000CBB,3,0.01,1.5
10239,00001A0A,5,0.025,1.4
10240,00002790,7,0.05,0.8
10241,000024A1,6,0.75,0.3
10242,00000165,1,0.025,0.5
10243,00002F82,8,0.25,0.4
10244,00002198,6,0.1,2.0
10245,00002132,6,0.05,1.1
10246,000014C1,4,0.05,0.9
10247,00000833,2,0.05,1.1
10248,00001FE7,6,0.01,0.4
10249,00001066,3,0.25,0.1
10250,00002CAF,8,0.025,1.7
10251,00002E46,8,0.1,1.6
10252,000028B4,7,0.25,1.8
10253,00001358,4,0.01,0.5
10254,000022F5,6,0.25,0.6
10255,000011C7,3,0.75,0.5
10256,00002F6B,8,0.25,0.7
10257,0000313A,8,1.0,2.0
10258,00000648,2,0.01,2.0
10259,00002FD3,8,0.5,1.6
10260,0000189B,4,1.0,1.1
10261,00002A73,7,0.75,1.4
10262,0000090D,2,0.1,0.9
10263,00002D02,8,0.025,0.8
10264,0000317B,8,1.0,1.4
10265,00001D95,5,0.5,0.3
10266,00001255,3,1.0,1.1
10267,00000BF8,2,1.0,1.4
10268,00000392,1,0.25,0.9
10269,00002BA1,7,1.0,0.4
10270,00001A2D,5,0.025,1.0
10271,000029D0,7,0.5,1.0
10272,000029F4,7,0.5,0.6
10273,00002D9E,8,0.05,1.3
10274,000025DB,7,0.01,1.1
10275,00002258,6,0.1,0.1
10276,00000062,1,0.01,1.1
10277,00001913,5,0.01,1.9
10278,000018AD,4,1.0,0.9
10279,00000217,1,0.05,0.7
10280,0000009C,1,0.01,0.5
10281,00001F89,6,0.01,1.3
10282,00002D1A,8,0.025,0.6
10283,00003078,8,0.75,2.0
10284,00001A09,5,0.025,1.4
10285,000019C0,5,0.01,0.1
10286,00002859,7,0.1,0.8
10287,000019F6,5,0.025,1.6
10288,00002A07,7,0.5,0.5
10289,00002E24,8,0.1,1.9
10290,000000C6,1,0.01,0.1
10291,00002B15,7,1.0,1.8
10292,000019F3,5,0.025,1.6
10293,000025FC,7,0.01,0.8
10294,00001B76,5,0.1,1.7
10295,00002A87,7,0.75,1.2
10296,00002D93,8,0.05,1.4
10297,000020AC,6,0.025,0.4
10298,00002988,7,0.5,1.7
10299,00002835,7,0.1,1.1
10300,000002DD,1,0.1,0.7
10301,000015F9,4,0.25,1.8
10302,00000216,1,0.05,0.7
10303,0000297F,7,0.5,1.8
10304,0000045A,1,0.5,0.9
10305,00000CE2,3,0.01,1.1
10306,000029EE,7,0.5,0.7
10307,00001827,4,0.75,0.2
10308,00002AAF,7,0.75,0.8
10309,00000AC9,2,0.5,0.4
10310,00000CDD,3,0.01,1.1
10311,00002933,7,0.25,0.6
10312,0000076C,2,0.025,1.0
10313,00000510,1,0.75,1.1
10314,000012E2,4,0.01,1.7
10315,00001C4A,5,0.25,1.6
10316,0000061F,1,1.0,0.4
10317,00000C36,2,1.0,0.8
10318,0000081D,2,0.05,1.3
10319,00001A4E,5,0.025,0.7
10320,000025B1,7,0.01,1.6
10321,00001912,5,0.01,1.9
10322,000006E0,2,0.01,0.4
10323,000004C3,1,0.75,1.9
10324,000018F9,4,1.0,0.1
10325,0000011F,1,0.025,1.2
10326,00000A31,2,0.5,2.0
10327,0000160E,4,0.25,1.6
10328,0000251F,6,1.0,1.0
10329,000016F2,4,0.5,1.3
10330,000014D7,4,0.05,0.7
10331,0000157B,4,0.1,1.1
10332,00001FA2,6,0.01,1.1
10333,00003177,8,1.0,1.4
10334,000011DF,3,0.75,0.3
10335,0000290A,7,0.25,1.0
10336,00000542,1,0.75,0.6
10337,0000061E,1,1.0,0.4
10338,00001AC1,5,0.05,1.6
10339,000009E0,2,0.25,0.8
10340,00000970,2,0.25,1.9
10341,00001547,4,0.1,1.6
10342,00002CA3,8,0.025,1.8
10343,0000231B,6,0.25,0.2
10344,00001F0B,5,1.0,0.6
10345,000025CE,7,0.01,1.3
10346,000029E1,7,0.5,0.8
10347,0000046C,1,0.5,0.7
10348,00002176,6,0.05,0.4
10349,000013A4,4,0.025,1.8
10350,000017AE,4,0.75,1.4
10351,00000FE0,3,0.25,1.4
10352,00001158,3,0.75,1.6
10353,00000962,2,0.25,2.0
10354,0000013C,1,0.025,0.9
10355,000009F0,2,0.25,0.6
10356,00002760,7,0.05,1.2
10357,00000586,1,1.0,1.9
10358,000026E4,7,0.025,0.5
10359,000001C5,1,0.05,1.5
10360,000011C1,3,0.75,0.6
10361,000030A0,8,0.75,1.6
10362,000001FD,1,0.05,1.0
10363,00001342,4,0.01,0.7
10364,00001D00,5,0.5,1.8
10365,000013FE,4,0.025,0.9
10366,00001B52,5,0.05,0.1
10367,000012B5,3,1.0,0.2
10368,000006A0,2,0.01,1.1
10369,00000418,1,0.5,1.6
10370,000009EA,2,0.25,0.7
10371,00002938,7,0.25,0.5
10372,00000E34,3,0.05,1.7
10373,00001826,4,0.75,0.2
10374,000019DE,5,0.025,1.8
10375,00002671,7,0.025,1.6
10376,000025BE,7,0.01,1.4
10377,00001097,3,0.5,1.6
10378,00002D38,8,0.025,0.3
10379,00000FCA,3,0.25,1.6
10380,00000E43,3,0.05,1.5
10381,000006E1,2,0.01,0.4
10382,000006F0,2,0.01,0.3
10383,000015C0,4,0.1,0.4
10384,00002684,7,0.025,1.4
10385,000007FE,2,0.05,1.6
10386,000002DA,1,0.1,0.7
10387,0000152E,4,0.1,1.8
10388,0000210A,6,0.05,1.5
10389,00002D45,8,0.025,0.2
10390,0000164E,4,0.25,0.9
10391,00002672,7,0.025,1.6
10392,0000036F,1,0.25,1.3
10393,0000119F,3,0.75,0.9
10394,0000187E,4,1.0,1.3
10395,0000105A,3,0.25,0.2
10396,00001B87,5,0.1,1.6
10397,00001CCB,5,0.25,0.3
10398,00002DCA,8,0.05,0.8
10399,00001D37,5,0.5,1.3
10400,000023A0,6,0.5,0.8
10401,00001D6B,5,0.5,0.7
10402,00000A79,2,0.5,1.2
10403,0000259A,7,0.01,1.8
10404,000016B3,4,0.5,1.9
10405,000021C3,6,0.1,1.6
10406,00000E01,3,0.025,0.2
10407,000026A2,7,0.025,1.1
10408,00002FF3,8,0.5,1.3
10409,00000E82,3,0.05,0.9
10410,000017B0,4,0.75,1.4
10411,00001491,4,0.05,1.4
10412,000014BB,4,0.05,1.0
10413,000017F3,4,0.75,0.7
10414,0000158F,4,0.1,0.9
10415,00003027,8,0.5,0.8
10416,00000887,2,0.05,0.2
10417,000005EE,1,1.0,0.9
10418,00002AE3,7,0.75,0.3
10419,00000369,1,0.25,1.3
10420,00002421,6,0.75,1.6
10421,00002AB5,7,0.75,0.7
10422,000005C6,1,1.0,1.3
10423,000014BA,4,0.05,1.0
10424,00002E09,8,0.05,0.2
10425,0000038B,1,0.25,1.0
10426,00002FBF,8,0.5,1.8
10427,000025DA,7,0.01,1.1
10428,00001CBC,5,0.25,0.5
10429,00002FA8,8,0.5,2.0
10430,00000740,2,0.025,1.5
10431,0000173C,4,0.5,0.6
10432,000005B4,1,1.0,1.4
10433,00002A1F,7,0.5,0.2
10434,0000275C,7,0.05,1.3
10435,00001E64,5,0.75,0.2
10436,00001772,4,0.75,2.0
10437,00002179,6,0.05,0.4
10438,00002E3B,8,0.1,1.7
10439,00000CD0,3,0.01,1.2
10440,00001717,4,0.5,0.9
10441,00000539,1,0.75,0.7
10442,0000004C,1,0.01,1.3
10443,00000AB8,2,0.5,0.6
10444,00001A72,5,0.025,0.3
10445,0000260A,7,0.01,0.7
10446,000023A5,6,0.5,0.8
10447,00001E74,5,0.75,0.1
10448,00000E7D,3,0.05,1.0
10449,00000B47,2,0.75,1.2
10450,00001F15,5,1.0,0.5
10451,0000261F,7,0.01,0.5
10452,000007E8,2,0.05,1.8
10453,000030D4,8,0.75,1.0
10454,0000178E,4,0.75,1.7
10455,0000006B,1,0.01,1.0
10456,00001FC0,6,0.01,0.8
10457,00000B5B,2,0.75,1.0
10458,000011B3,3,0.75,0.7
10459,00000EBD,3,0.05,0.3
10460,00002D86,8,0.05,1.5
10461,00001C97,5,0.25,0.9
10462,00001923,5,0.01,1.7
10463,00001026,3,0.25,0.7
10464,00002B36,7,1.0,1.4
10465,000009B8,2,0.25,1.2
10466,00002632,7,0.01,0.3
10467,00001BC5,5,0.1,1.0
10468,00001F4D,6,0.01,1.9
10469,000010C0,3,0.5,1.2
10470,00001D84,5,0.5,0.5
10471,000004CF,1,0.75,1.7
10472,00002A20,7,0.5,0.2
10473,00002801,7,0.1,1.6
10474,000021B4,6,0.1,1.8
10475,0000045D,1,0.5,0.9
10476,00001915,5,0.01,1.8
10477,00000B18,2,0.75,1.6
10478,0000266B,7,0.025,1.7
10479,00002167,6,0.05,0.5
10480,00002E92,8,0.1,0.8
10481,0000043F,1,0.5,1.2
10482,000010C5,3,0.5,1.1
10483,000013BC,4,0.025,1.5
10484,00000782,2,0.025,0.8
10485,00003056,8,0.5,0.3
10486,00002017,6,0.025,1.9
10487,000020FC,6,0.05,1.6
10488,00003079,8,0.75,2.0
10489,00000574,1,0.75,0.1
10490,00001A86,5,0.025,0.1
10491,0000056D,1,0.75,0.2
10492,00000F21,3,0.1,1.3
10493,0000317E,8,1.0,1.3
10494,00000EFF,3,0.1,1.7
10495,00002C7B,8,0.01,0.2
10496,00001814,4,0.75,0.4
10497,00000F82,3,0.1,0.3
10498,000028A1,7,0.25,2.0
10499,00000E22,3,0.05,1.9
10500,00002A70,7,0.75,1.4
10501,00001D64,5,0.5,0.8
10502,00000808,2,0.05,1.5
10503,0000252F,6,1.0,0.9
10504,0000150B,4,0.05,0.2
10505,00001E65,5,0.75,0.2
10506,00002948,7,0.25,0.4
10507,00001DE9,5,0.75,1.5
10508,00001032,3,0.25,0.6
10509,00000EB1,3,0.05,0.4
10510,00002E73,8,0.1,1.1
10511,0000116A,3,0.75,1.5
10512,000013B2,4,0.025,1.6
10513,0000200E,6,0.025,2.0
10514,000002D2,1,0.1,0.8
10515,0000303C,8,0.5,0.6
10516,00002373,6,0.5,1.3
10517,000019F9,5,0.025,1.6
10518,000007CC,2,0.025,0.1
10519,00001CA1,5,0.25,0.8
10520,00000CD3,3,0.01,1.2
10521,00001ADA,5,0.05,1.3
10522,00000BD7,2,1.0,1.7
10523,000019D1,5,0.025,2.0
10524,000027A9,7,0.05,0.5
10525,00001600,4,0.25,1.7
10526,00001B42,5,0.05,0.3
10527,0000207F,6,0.025,0.9
10528,00000B62,2,0.75,0.9
10529,00002EB7,8,0.1,0.5
10530,0000091A,2,0.1,0.7
10531,0000136E,4,0.01,0.3
10532,00001744,4,0.5,0.5
10533,0000076E,2,0.025,1.0
10534,00002245,6,0.1,0.3
10535,00003160,8,1.0,1.6
10536,00000FF9,3,0.25,1.2
10537,000028EF,7,0.25,1.3
10538,00000614,1,1.0,0.5
10539,00001852,4,1.0,1.8
10540,00002040,6,0.025,1.5
10541,000019B9,5,0.01,0.2
10542,0000281B,7,0.1,1.4
10543,00000323,1,0.25,2.0
10544,00002D2C,8,0.025,0.4
10545,00000888,2,0.05,0.2
10546,000019D5,5,0.025,1.9
10547,00002F8A,8,0.25,0.3
10548,00002CB5,8,0.025,1.6
10549,000005E7,1,1.0,0.9
10550,000017DC,4,0.75,1.0
10551,0000146F,4,0.05,1.7
10552,000005F1,1,1.0,0.8
10553,00002B57,7,1.0,1.1
10554,00000450,1,0.5,1.0
10555,0000126F,3,1.0,0.9
10556,000009F1,2,0.25,0.6
10557,00002E26,8,0.1,1.9
10558,00001D65,5,0.5,0.8
10559,000001A5,1,0.05,1.8
10560,00001E6E,5,0.75,0.1
10561,00002C63,8,0.01,0.4
10562,00002E3C,8,0.1,1.7
10563,00000CCC,3,0.01,1.3
10564,000019D6,5,0.025,1.9
10565,00000796,2,0.025,0.6
10566,00001A55,5,0.025,0.6
10567,0000150A,4,0.05,0.2
10568,0000306D,8,0.5,0.1
10569,00000509,1,0.75,1.2
10570,00001719,4,0.5,0.9
10571,00000803,2,0.05,1.5
10572,00001566,4,0.1,1.3
10573,00001395,4,0.025,1.9
10574,00002B9C,7,1.0,0.4
10575,000003A2,1,0.25,0.7
10576,0000302A,8,0.5,0.7
10577,0000225F,6,0.1,0.1
10578,00002FB4,8,0.5,1.9
10579,00002F99,8,0.25,0.2
10580,00002B9A,7,1.0,0.4
10581,00001109,3,0.5,0.4
10582,00002A3E,7,0.75,1.9
10583,00001692,4,0.25,0.3
10584,00002B76,7,1.0,0.8
10585,000003AA,1,0.25,0.7
10586,00002069,6,0.025,1.1
10587,00002846,7,0.1,0.9
10588,0000198B,5,0.01,0.7
10589,000024AD,6,0.75,0.2
10590,00000200,1,0.05,0.9
10591,000019C6,5,0.01,0.1
10592,0000036E,1,0.25,1.3
10593,00002EB6,8,0.1,0.5
10594,00000AFD,2,0.75,1.9
10595,00002704,7,0.025,0.2
10596,00000A10,2,0.25,0.3
10597,00002C17,8,0.01,1.2
10598,000020D6,6,0.05,2.0
10599,000029A7,7,0.5,1.4
10600,000020B7,6,0.025,0.3
10601,0000172D,4,0.5,0.7
10602,00002493,6,0.75,0.4
10603,00002E8C,8,0.1,0.9
10604,000008AC,2,0.1,1.8
10605,00001935,5,0.01,1.5
10606,00000309,1,0.1,0.3
10607,00002C12,8,0.01,1.2
10608,00000113,1,0.025,1.3
10609,000021D8,6,0.1,1.4
10610,000021AC,6,0.1,1.8
10611,00001EA6,5,1.0,1.6
10612,000030B1,8,0.75,1.4
10613,000022F9,6,0.25,0.5
10614,00002718,7,0.05,2.0
10615,00000452,1,0.5,1.0
10616,0000035C,1,0.25,1.4
10617,00001F8D,6,0.01,1.3
10618,000011B8,3,0.75,0.7
10619,000005E9,1,1.0,0.9
10620,00000B2E,2,0.75,1.4
10621,00001EB7,5,1.0,1.4
10622,000030AE,8,0.75,1.4
10623,000026F4,7,0.025,0.3
10624,0000036C,1,0.25,1.3
10625,0000111A,3,0.5,0.3
10626,00000B43,2,0.75,1.2
10627,00002C00,8,0.01,1.4
10628,000005FA,1,1.0,0.7
10629,00001243,3,1.0,1.3
10630,0000070A,2,0.025,2.0
10631,000031DE,8,1.0,0.4
10632,00000FE8,3,0.25,1.3
10633,0000134E,4,0.01,0.6
10634,00000B27,2,0.75,1.5
10635,00002946,7,0.25,0.4
10636,00000CAB,3,0.01,1.6
10637,00001786,4,0.75,1.8
10638,0000224A,6,0.1,0.3
10639,00002E0F,8,0.05,0.1
10640,0000276E,7,0.05,1.1
10641,00002F29,8,0.25,1.3
10642,000020A0,6,0.025,0.5
10643,00002D8E,8,0.05,1.4
10644,0000302D,8,0.5,0.7
10645,00000D1F,3,0.01,0.5
10646,00001F90,6,0.01,1.2
10647,00002729,7,0.05,1.8
10648,00002C90,8,0.025,2.0
10649,000013E9,4,0.025,1.1
10650,0000027D,1,0.1,1.7
10651,000017B5,4,0.75,1.4
10652,00000830,2,0.05,1.1
10653,0000268A,7,0.025,1.4
10654,000025DC,7,0.01,1.1
10655,00001888,4,1.0,1.2
10656,00002C0E,8,0.01,1.3
10657,00002073,6,0.025,1.0
10658,000014F3,4,0.05,0.4
10659,0000147E,4,0.05,1.6
10660,00002DE1,8,0.05,0.6
10661,00002F52,8,0.25,0.9
10662,00001106,3,0.5,0.5
10663,000027F1,7,0.1,1.8
10664,0000037A,1,0.25,1.1
10665,000025ED,7,0.01,1.0
10666,00002C62,8,0.01,0.4
10667,00002000,6,0.01,0.1
10668,00002553,6,1.0,0.5
10669,00000926,2,0.1,0.6
10670,00002DA4,8,0.05,1.2
10671,00001BCB,5,0.1,0.9
10672,00002D32,8,0.025,0.3
10673,00002F4B,8,0.25,1.0
10674,0000080F,2,0.05,1.4
10675,00000BBD,2,1.0,2.0
10676,00000D6D,3,0.025,1.7
10677,0000038D,1,0.25,1.0
10678,00001D22,5,0.5,1.5
10679,00003136,8,0.75,0.1
10680,00001975,5,0.01,0.9
10681,00000034,1,0.01,1.5
10682,000014F6,4,0.05,0.4
10683,000025E5,7,0.01,1.0
10684,000027AF,7,0.05,0.5
10685,00001993,5,0.01,0.6
10686,000028AF,7,0.25,1.9
10687,00000747,2,0.025,1.4
10688,0000285B,7,0.1,0.7
10689,00001E21,5,0.75,0.9
10690,000009CB,2,0.25,1.0
10691,00000579,1,1.0,2.0
10692,00001DE3,5,0.75,1.5
10693,00001D01,5,0.5,1.8
10694,00000854,2,0.05,0.7
10695,00002F65,8,0.25,0.7
10696,0000091D,2,0.1,0.7
10697,00001E9C,5,1.0,1.7
10698,00000A09,2,0.25,0.4
10699,00001CE3,5,0.25,0.1
10700,000004C4,1,0.75,1.8
10701,00002B3A,7,1.0,1.4
10702,000015B2,4,0.1,0.5
10703,000016AC,4,0.5,2.0
10704,0000102F,3,0.25,0.6
10705,000029D7,7,0.5,0.9
10706,0000295A,7,0.25,0.2
10707,00001CC0,5,0.25,0.4
10708,00002B2A,7,1.0,1.5
10709,000007EB,2,0.05,1.8
10710,000015D9,4,0.1,0.1
10711,00000F5D,3,0.1,0.7
10712,00000306,1,0.1,0.3
10713,0000097A,2,0.25,1.8
10714,0000181A,4,0.75,0.3
10715,000013ED,4,0.025,1.0
10716,00001C93,5,0.25,0.9
10717,0000310E,8,0.75,0.5
10718,000013D3,4,0.025,1.3
10719,000013AF,4,0.025,1.7
10720,00000043,1,0.01,1.4
10721,000018F4,4,1.0,0.2
10722,0000226B,6,0.25,1.9
10723,000006DB,2,0.01,0.5
10724,00002F5F,8,0.25,0.8
10725,000021AB,6,0.1,1.9
10726,000017A7,4,0.75,1.5
10727,000026C3,7,0.025,0.8
10728,00003060,8,0.5,0.2
10729,00002DF7,8,0.05,0.4
10730,000002A5,1,0.1,1.3
10731,00001A0D,5,0.025,1.4
10732,00000098,1,0.01,0.5
10733,000031C8,8,1.0,0.6
10734,000012C7,4,0.01,2.0
10735,00001343,4,0.01,0.7
10736,00001C3F,5,0.25,1.7
10737,00001A49,5,0.025,0.8
10738,000018E8,4,1.0,0.3
10739,00000A85,2,0.5,1.1
10740,000025BA,7,0.01,1.5
10741,00002023,6,0.025,1.8
10742,000001E6,1,0.05,1.2
10743,000019DF,5,0.025,1.8
10744,0000030D,1,0.1,0.2
10745,0000117C,3,0.75,1.3
10746,0000174D,4,0.5,0.4
10747,00000F0A,3,0.1,1.5
10748,00001599,4,0.1,0.8
10749,00000002,1,0.01,2.0
10750,000004E7,1,0.75,1.5
10751,00002FA2,8,0.25,0.1
10752,00001860,4,1.0,1.6
10753,000026B0,7,0.025,1.0
10754,00000032,1,0.01,1.5
10755,00000178,1,0.025,0.3
10756,00001C3E,5,0.25,1.7
10757,0000160F,4,0.25,1.6
10758,00002B12,7,1.0,1.8
10759,0000039D,1,0.25,0.8
10760,000028C7,7,0.25,1.7
10761,00000BA3,2,0.75,0.3
10762,00003146,8,1.0,1.9
10763,000007B2,2,0.025,0.3
10764,00000066,1,0.01,1.0
10765,0000134D,4,0.01,0.6
10766,0000047F,1,0.5,0.5
10767,000026F5,7,0.025,0.3
10768,00000DF8,3,0.025,0.3
10769,000018C5,4,1.0,0.6
10770,00000810,2,0.05,1.4
10771,0000224B,6,0.1,0.3
10772,00002917,7,0.25,0.9
10773,000015D2,4,0.1,0.2
10774,000003E6,1,0.25,0.1
10775,00003125,8,0.75,0.2
10776,00000D0C,3,0.01,0.6
10777,00001AA1,5,0.05,1.9
10778,0000075B,2,0.025,1.2
10779,0000014F,1,0.025,0.7
10780,00001989,5,0.01,0.7
10781,00000F34,3,0.1,1.1
10782,00002D94,8,0.05,1.4
10783,000030D7,8,0.75,1.0
10784,000008B0,2,0.1,1.8
10785,00002BA2,7,1.0,0.3
10786,0000144F,4,0.025,0.1
10787,00002829,7,0.1,1.2
10788,00000E02,3,0.025,0.2
10789,00002AC2,7,0.75,0.6
10790,00003139,8,1.0,2.0
10791,000004A2,1,0.5,0.2
10792,00000A46,2,0.5,1.7
10793,00001B74,5,0.1,1.8
10794,000012BF,3,1.0,0.1
10795,00001468,4,0.05,1.8
10796,00001CDE,5,0.25,0.1
10797,00001CEE,5,0.5,2.0
10798,00000BA1,2,0.75,0.3
10799,000007AB,2,0.025,0.4
10800,000017D9,4,0.75,1.0
10801,00001998,5,0.01,0.5
10802,00000504,1,0.75,1.2
10803,0000079E,2,0.025,0.5
10804,00000DC0,3,0.025,0.8
10805,00000AA4,2,0.5,0.8
10806,000023CF,6,0.5,0.4
10807,000003CE,1,0.25,0.3
10808,00001497,4,0.05,1.3
10809,000000EF,1,0.025,1.7
10810,000000E7,1,0.025,1.7
10811,000012FE,4,0.01,1.4
10812,000004E2,1,0.75,1.5
10813,00001A2A,5,0.025,1.1
10814,00000C5A,2,1.0,0.4
10815,00000A0F,2,0.25,0.3
10816,000023F2,6,0.75,2.0
10817,000024B3,6,0.75,0.1
10818,00002D8A,8,0.05,1.5
10819,00002ACD,7,0.75,0.5
10820,000007DB,2,0.05,1.9
10821,00000CCD,3,0.01,1.3
10822,000017A1,4,0.75,1.6
10823,000007D2,2,0.05,2.0
10824,00002B75,7,1.0,0.8
10825,000027F3,7,0.1,1.8
10826,00001A8A,5,0.025,0.1
10827,0000018F,1,0.025,0.1
10828,000029C3,7,0.5,1.1
10829,00000219,1,0.05,0.7
10830,000012F3,4,0.01,1.5
10831,00001E96,5,1.0,1.7
10832,0000116C,3,0.75,1.4
10833,000013B5,4,0.025,1.6
10834,00002A94,7,0.75,1.0
10835,00002876,7,0.1,0.5
10836,00002B65,7,1.0,1.0
10837,000021DB,6,0.1,1.4
10838,00001EE0,5,1.0,1.0
10839,0000283E,7,0.1,1.0
10840,000021C4,6,0.1,1.6
10841,00000B6C,2,0.75,0.8
10842,00002F1A,8,0.25,1.5
10843,00002A4B,7,0.75,1.8
10844,00002FB8,8,0.5,1.9
10845,0000316F,8,1.0,1.5
10846,000029AD,7,0.5,1.4
10847,000022C8,6,0.25,1.0
10848,000015A9,4,0.1,0.6
10849,00002B77,7,1.0,0.8
10850,00002D13,8,0.025,0.7
10851,000003AF,1,0.25,0.6
10852,00002D71,8,0.05,1.7
10853,00000384,1,0.25,1.0
10854,00000928,2,0.1,0.6
10855,00002C4C,8,0.01,0.6
10856,00002926,7,0.25,0.7
10857,00003040,8,0.5,0.5
10858,00002EDB,8,0.1,0.1
10859,00001CF5,5,0.5,1.9
10860,000003B9,1,0.25,0.5
10861,00001BF1,5,0.1,0.5
10862,0000211D,6,0.05,1.3
10863,00001F1A,5,1.0,0.4
10864,000014A9,4,0.05,1.2
10865,00001D2C,5,0.5,1.4
10866,00000ECC,3,0.05,0.2
10867,00002016,6,0.025,1.9
10868,00000E60,3,0.05,1.2
10869,00002893,7,0.1,0.2
10870,000031F5,8,1.0,0.2
10871,00000EF3,3,0.1,1.8
10872,00002028,6,0.025,1.7
10873,0000299B,7,0.5,1.5
10874,00002087,6,0.025,0.8
10875,0000309D,8,0.75,1.6
10876,0000101B,3,0.25,0.8
10877,00001A43,5,0.025,0.8
10878,00001895,4,1.0,1.1
10879,00000864,2,0.05,0.6
10880,00000EF2,3,0.1,1.8
10881,000016BF,4,0.5,1.8
10882,000010DD,3,0.5,0.9
10883,00002C0F,8,0.01,1.3
10884,00002D1D,8,0.025,0.6
10885,00003085,8,0.75,1.8
10886,000011E6,3,0.75,0.2
10887,0000084B,2,0.05,0.8
10888,00001417,4,0.025,0.6
10889,00002730,7,0.05,1.7
10890,000002C0,1,0.1,1.0
10891,0000192D,5,0.01,1.6
10892,000000B9,1,0.01,0.2
10893,00002D27,8,0.025,0.5
10894,00001DB6,5,0.75,2.0
10895,00001202,3,1.0,1.9
10896,00001F76,6,0.01,1.5
10897,000022A1,6,0.25,1.4
10898,000019DC,5,0.025,1.8
10899,0000146E,4,0.05,1.7
10900,000030DF,8,0.75,0.9
10901,00000AC3,2,0.5,0.5
10902,00000366,1,0.25,1.3
10903,00001349,4,0.01,0.7
10904,00000F61,3,0.1,0.7
10905,00002B3D,7,1.0,1.4
10906,00002C75,8,0.01,0.2
10907,00002125,6,0.05,1.2
10908,000005DC,1,1.0,1.0
10909,00001CDD,5,0.25,0.2
10910,00001141,3,0.75,1.9
10911,0000271E,7,0.05,1.9
10912,00001615,4,0.25,1.5
10913,00001F6D,6,0.01,1.6
10914,00000136,1,0.025,0.9
10915,00000488,1,0.5,0.4
10916,000003D2,1,0.25,0.3
10917,000026CC,7,0.025,0.7
10918,00002699,7,0.025,1.2
10919,00001087,3,0.5,1.7
10920,00001F75,6,0.01,1.5
10921,00002E66,8,0.1,1.3
10922,00002839,7,0.1,1.1
10923,00002FE0,8,0.5,1.5
10924,00000083,1,0.01,0.7
10925,0000196E,5,0.01,0.9
10926,00000093,1,0.01,0.6
10927,00000192,1,0.05,2.0
10928,000022D8,6,0.25,0.8
10929,00001242,3,1.0,1.3
10930,000011E9,3,0.75,0.2
10931,000002D4,1,0.1,0.8
10932,0000103A,3,0.25,0.5
10933,000006D2,2,0.01,0.6
10934,00002527,6,1.0,0.9
10935,0000034F,1,0.25,1.6
10936,000014F9,4,0.05,0.4
10937,00002795,7,0.05,0.7
10938,0000267D,7,0.025,1.5
10939,000007C1,2,0.025,0.2
10940,000012BD,3,1.0,0.1
10941,000017E3,4,0.75,0.9
10942,000004D2,1,0.75,1.7
10943,00003103,8,0.75,0.6
10944,000011E4,3,0.75,0.2
10945,00003167,8,1.0,1.6
10946,00002D9A,8,0.05,1.3
10947,00001C86,5,0.25,1.0
10948,0000100D,3,0.25,1.0
10949,00001F78,6,0.01,1.5
10950,000013FF,4,0.025,0.9
10951,00000EAB,3,0.05,0.5
10952,000012D4,4,0.01,1.8
10953,00000C81,3,0.01,2.0
10954,00000861,2,0.05,0.6
10955,0000186E,4,1.0,1.5
10956,00000AB6,2,0.5,0.6
10957,00000CD2,3,0.01,1.2
10958,00001323,4,0.01,1.1
10959,00001BEA,5,0.1,0.6
10960,000030B0,8,0.75,1.4
10961,00001EDC,5,1.0,1.0
10962,00000413,1,0.5,1.6
10963,00003071,8,0.75,2.0
10964,000030C3,8,0.75,1.2
10965,000016A8,4,0.5,2.0
10966,000000CF,1,0.025,2.0
10967,00002D68,8,0.05,1.8
10968,00002895,7,0.1,0.2
10969,00000A61,2,0.5,1.5
10970,0000135D,4,0.01,0.5
10971,00000EDF,3,0.1,2.0
10972,00002510,6,1.0,1.2
10973,00001ED0,5,1.0,1.2
10974,000023EA,6,0.5,0.1
10975,00001CC2,5,0.25,0.4
10976,000010E8,3,0.5,0.8
10977,0000184D,4,1.0,1.8
10978,00002009,6,0.025,2.0
10979,0000086D,2,0.05,0.5
10980,00000C9D,3,0.01,1.8
10981,00003182,8,1.0,1.3
10982,0000273B,7,0.05,1.6
10983,00001F71,6,0.01,1.6
10984,00001524,4,0.1,1.9
10985,00001338,4,0.01,0.8
10986,00001C82,5,0.25,1.1
10987,00001B47,5,0.05,0.2
10988,0000211E,6,0.05,1.3
10989,00000A23,2,0.25,0.1
10990,00002A27,7,0.5,0.1
10991,000016DC,4,0.5,1.5
10992,0000284C,7,0.1,0.9
10993,00002CE0,8,0.025,1.2
10994,000015C9,4,0.1,0.3
10995,00000D40,3,0.01,0.1
10996,0000214B,6,0.05,0.8
10997,00002854,7,0.1,0.8
10998,0000194A,5,0.01,1.3
10999,00000503,1,0.75,1.2
11000,00002AC9,7,0.75,0.5
