,index,log2_deme,migration_rate,s_driver_birth
9448,0000294A,7,0.25,0.3
9449,0000034B,1,0.25,1.6
9450,00001ABE,5,0.05,1.6
9451,00000C7D,2,1.0,0.1
9452,00002EE7,8,0.25,2.0
9453,00001B9E,5,0.1,1.3
9454,00002B71,7,1.0,0.8
9455,00001B1B,5,0.05,0.7
9456,00001AB7,5,0.05,1.7
9457,00002148,6,0.05,0.8
9458,000029B6,7,0.5,1.3
9459,00000D53,3,0.025,1.9
9460,00002F9C,8,0.25,0.2
9461,000006FE,2,0.01,0.1
9462,00002F54,8,0.25,0.9
9463,00002DF1,8,0.05,0.4
9464,000001D1,1,0.05,1.4
9465,00001009,3,0.25,1.0
9466,00001277,3,1.0,0.8
9467,00000FC6,3,0.25,1.7
9468,00002994,7,0.5,1.6
9469,00002397,6,0.5,0.9
9470,00000C98,3,0.01,1.8
9471,000010E2,3,0.5,0.8
9472,00000544,1,0.75,0.6
9473,0000000F,1,0.01,1.9
9474,00002B85,7,1.0,0.6
9475,00002534,6,1.0,0.8
9476,00000263,1,0.1,1.9
9477,0000043B,1,0.5,1.2
9478,00000C53,2,1.0,0.5
9479,00001DB1,5,0.75,2.0
9480,00002D07,8,0.025,0.8
9481,00001111,3,0.5,0.4
9482,000013D2,4,0.025,1.3
9483,00001F08,5,1.0,0.6
9484,000016C6,4,0.5,1.7
9485,00000B99,2,0.75,0.4
9486,000023C8,6,0.5,0.4
9487,0000303E,8,0.5,0.5
9488,000001D0,1,0.05,1.4
9489,0000267A,7,0.025,1.5
9490,000006CE,2,0.01,0.6
9491,00002E89,8,0.1,0.9
9492,00000C04,2,1.0,1.3
9493,0000179D,4,0.75,1.6
9494,00000BCF,2,1.0,1.8
9495,00001E76,5,0.75,0.1
9496,00001930,5,0.01,1.6
9497,00002375,6,0.5,1.3
9498,000006BE,2,0.01,0.8
9499,000001A1,1,0.05,1.9
9500,0000112D,3,0.5,0.1
9501,00001693,4,0.25,0.3
9502,00000B31,2,0.75,1.4
9503,00002897,7,0.1,0.1
9504,000023AC,6,0.5,0.7
9505,00000D11,3,0.01,0.6
9506,000012CA,4,0.01,1.9
9507,00001E23,5,0.75,0.9
9508,0000020A,1,0.05,0.8
9509,00003087,8,0.75,1.8
9510,000031DF,8,1.0,0.4
9511,000012DC,4,0.01,1.8
9512,000025E4,7,0.01,1.0
9513,00001A32,5,0.025,1.0
9514,000027F0,7,0.1,1.8
9515,000011B6,3,0.75,0.7
9516,000007E6,2,0.05,1.8
9517,00002C56,8,0.01,0.5
9518,00001D67,5,0.5,0.8
9519,00002A9E,7,0.75,0.9
9520,00002EC9,8,0.1,0.3
9521,00001DF0,5,0.75,1.4
9522,000013B7,4,0.025,1.6
9523,0000157D,4,0.1,1.0
9524,00001BC6,5,0.1,0.9
9525,00002A9C,7,0.75,1.0
9526,000030D0,8,0.75,1.1
9527,000022FF,6,0.25,0.5
9528,00001593,4,0.1,0.8
9529,000028DE,7,0.25,1.4
9530,0000123D,3,1.0,1.4
9531,00002EC4,8,0.1,0.3
9532,00000006,1,0.01,2.0
9533,00000C41,2,1.0,0.7
9534,000018D4,4,1.0,0.5
9535,00002AD9,7,0.75,0.4
9536,00001E90,5,1.0,1.8
9537,000020E4,6,0.05,1.8
9538,00002F3A,8,0.25,1.1
9539,00003122,8,0.75,0.3
9540,00000A0A,2,0.25,0.3
9541,00001CBD,5,0.25,0.5
9542,000002A8,1,0.1,1.2
9543,000016A2,4,0.25,0.1
9544,00000313,1,0.1,0.2
9545,000005EF,1,1.0,0.9
9546,000021D1,6,0.1,1.5
9547,00000B84,2,0.75,0.6
9548,00000EC7,3,0.05,0.2
9549,0000226C,6,0.25,1.9
9550,00001EF1,5,1.0,0.8
9551,000019FC,5,0.025,1.5
9552,0000088E,2,0.05,0.1
9553,0000002A,1,0.01,1.6
9554,00000D36,3,0.01,0.2
9555,00002C5D,8,0.01,0.5
9556,00000B6A,2,0.75,0.8
9557,00002CF9,8,0.025,0.9
9558,00002BA6,7,1.0,0.3
9559,00000590,1,1.0,1.8
9560,00002D8B,8,0.05,1.5
9561,0000279C,7,0.05,0.6
9562,0000007A,1,0.01,0.8
9563,0000067E,2,0.01,1.4
9564,00002FFD,8,0.5,1.2
9565,00002BA8,7,1.0,0.3
9566,000014C0,4,0.05,0.9
9567,0000186A,4,1.0,1.5
9568,00000EF1,3,0.1,1.8
9569,00002911,7,0.25,0.9
9570,0000107B,3,0.5,1.9
9571,00002993,7,0.5,1.6
9572,00001509,4,0.05,0.2
9573,00000EBA,3,0.05,0.3
9574,000023C7,6,0.5,0.5
9575,00001378,4,0.01,0.2
9576,000022C2,6,0.25,1.1
9577,00001C56,5,0.25,1.5
9578,0000293C,7,0.25,0.5
9579,00002A21,7,0.5,0.2
9580,00001259,3,1.0,1.1
9581,00001CF7,5,0.5,1.9
9582,000012EB,4,0.01,1.6
9583,00002FCC,8,0.5,1.7
9584,00002E7A,8,0.1,1.1
9585,00001E5B,5,0.75,0.3
9586,00001078,3,0.5,1.9
9587,0000163E,4,0.25,1.1
9588,000016E1,4,0.5,1.5
9589,00001F88,6,0.01,1.3
9590,00001B01,5,0.05,0.9
9591,00000B34,2,0.75,1.4
9592,0000090F,2,0.1,0.9
9593,00000EF7,3,0.1,1.7
9594,000023D2,6,0.5,0.3
9595,000023D4,6,0.5,0.3
9596,00002124,6,0.05,1.2
9597,00000757,2,0.025,1.3
9598,00001444,4,0.025,0.2
9599,00001555,4,0.1,1.4
9600,00001C40,5,0.25,1.7
9601,000005EA,1,1.0,0.9
9602,00000462,1,0.5,0.8
9603,00001C6A,5,0.25,1.3
9604,00001739,4,0.5,0.6
9605,00001EF7,5,1.0,0.8
9606,00001E73,5,0.75,0.1
9607,00002816,7,0.1,1.4
9608,00000CF8,3,0.01,0.8
9609,00002471,6,0.75,0.8
9610,00001BEB,5,0.1,0.6
9611,000014AC,4,0.05,1.1
9612,00000B74,2,0.75,0.7
9613,00002EA8,8,0.1,0.6
9614,000004DF,1,0.75,1.6
9615,00001B55,5,0.05,0.1
9616,000012F5,4,0.01,1.5
9617,00001B09,5,0.05,0.8
9618,00001404,4,0.025,0.8
9619,000009BA,2,0.25,1.1
9620,000028CA,7,0.25,1.6
9621,00001410,4,0.025,0.7
9622,0000187D,4,1.0,1.4
9623,00001E51,5,0.75,0.4
9624,00002BBA,7,1.0,0.1
9625,00002348,6,0.5,1.7
9626,0000245E,6,0.75,0.9
9627,0000109F,3,0.5,1.5
9628,00001207,3,1.0,1.9
9629,00001BF8,5,0.1,0.4
9630,0000199B,5,0.01,0.5
9631,00002140,6,0.05,0.9
9632,0000051D,1,0.75,1.0
9633,000011E1,3,0.75,0.3
9634,00000240,1,0.05,0.3
9635,00001F23,5,1.0,0.3
9636,000004DA,1,0.75,1.6
9637,000003DF,1,0.25,0.1
9638,00001070,3,0.5,2.0
9639,00002618,7,0.01,0.5
9640,00000A06,2,0.25,0.4
9641,000019FE,5,0.025,1.5
9642,00000C1D,2,1.0,1.0
9643,00002220,6,0.1,0.7
9644,00000ADA,2,0.5,0.3
9645,00002F0C,8,0.25,1.6
9646,00003010,8,0.5,1.0
9647,00001C26,5,0.25,2.0
9648,00000A3D,2,0.5,1.8
9649,000020C2,6,0.025,0.2
9650,00000329,1,0.25,2.0
9651,00000B42,2,0.75,1.2
9652,000005A7,1,1.0,1.6
9653,00001652,4,0.25,0.9
9654,00001A05,5,0.025,1.4
9655,00000C57,2,1.0,0.5
9656,00002C83,8,0.01,0.1
9657,0000195B,5,0.01,1.1
9658,000024F6,6,1.0,1.4
9659,0000201C,6,0.025,1.8
9660,00000BB8,2,1.0,2.0
9661,00001261,3,1.0,1.0
9662,00002EBD,8,0.1,0.4
9663,0000162E,4,0.25,1.3
9664,00002C5E,8,0.01,0.5
9665,00002C4D,8,0.01,0.6
9666,000015AE,4,0.1,0.5
9667,000002F1,1,0.1,0.5
9668,000021DA,6,0.1,1.4
9669,00000D17,3,0.01,0.5
9670,000005E1,1,1.0,1.0
9671,00002E47,8,0.1,1.6
9672,00001EFF,5,1.0,0.7
9673,00000247,1,0.05,0.2
9674,00002A5F,7,0.75,1.6
9675,0000255E,6,1.0,0.4
9676,00001A6C,5,0.025,0.4
9677,000005AD,1,1.0,1.5
9678,00001258,3,1.0,1.1
9679,00002BE6,8,0.01,1.7
9680,00000E50,3,0.05,1.4
9681,0000307A,8,0.75,1.9
9682,00000260,1,0.1,2.0
9683,0000139E,4,0.025,1.8
9684,00000C76,2,1.0,0.1
9685,0000261B,7,0.01,0.5
9686,00002284,6,0.25,1.7
9687,0000206A,6,0.025,1.1
9688,00002E88,8,0.1,0.9
9689,00000C6E,2,1.0,0.2
9690,00003178,8,1.0,1.4
9691,000004C6,1,0.75,1.8
9692,00002BD4,8,0.01,1.8
9693,0000094D,2,0.1,0.2
9694,0000254F,6,1.0,0.5
9695,000020EE,6,0.05,1.7
9696,00001844,4,1.0,1.9
9697,00000209,1,0.05,0.8
9698,0000250F,6,1.0,1.2
9699,00000289,1,0.1,1.6
9700,00003193,8,1.0,1.1
9701,00001D83,5,0.5,0.5
9702,00000B00,2,0.75,1.9
9703,00002A55,7,0.75,1.7
9704,00001270,3,1.0,0.8
9705,00002F37,8,0.25,1.2
9706,00002183,6,0.05,0.3
9707,00000B54,2,0.75,1.0
9708,00001F7A,6,0.01,1.5
9709,00001FF2,6,0.01,0.3
9710,0000040A,1,0.5,1.7
9711,00001AF1,5,0.05,1.1
9712,00000F32,3,0.1,1.1
9713,00002CC2,8,0.025,1.5
9714,00002CB0,8,0.025,1.6
9715,00002FAA,8,0.5,2.0
9716,00000D54,3,0.025,1.9
9717,00001357,4,0.01,0.5
9718,00000600,1,1.0,0.7
9719,000018BC,4,1.0,0.7
9720,0000062F,1,1.0,0.2
9721,00001F07,5,1.0,0.6
9722,0000242A,6,0.75,1.5
9723,000012B4,3,1.0,0.2
9724,00001BB8,5,0.1,1.1
9725,00002E30,8,0.1,1.8
9726,000031FD,8,1.0,0.1
9727,00000187,1,0.025,0.1
9728,00000897,2,0.05,0.1
9729,00000085,1,0.01,0.7
9730,00001E93,5,1.0,1.8
9731,00002AC4,7,0.75,0.6
9732,00002491,6,0.75,0.4
9733,00000FEF,3,0.25,1.3
9734,00002197,6,0.05,0.1
9735,00001A80,5,0.025,0.2
9736,000018E2,4,1.0,0.3
9737,00002ADB,7,0.75,0.3
9738,00002334,6,0.5,1.9
9739,0000299A,7,0.5,1.5
9740,0000125C,3,1.0,1.0
9741,00002D90,8,0.05,1.4
9742,00002341,6,0.5,1.8
9743,00002305,6,0.25,0.4
9744,00000F0E,3,0.1,1.5
9745,00002532,6,1.0,0.8
9746,00000F30,3,0.1,1.2
9747,0000309A,8,0.75,1.6
9748,00000F5A,3,0.1,0.7
9749,000002F3,1,0.1,0.5
9750,00002AF5,7,0.75,0.1
9751,00002D08,8,0.025,0.8
9752,00001227,3,1.0,1.6
9753,0000159B,4,0.1,0.7
9754,00001DA6,5,0.5,0.1
9755,000012FB,4,0.01,1.5
9756,00001F3F,5,1.0,0.1
9757,0000318A,8,1.0,1.2
9758,0000063D,1,1.0,0.1
9759,000026BD,7,0.025,0.9
9760,00000CAD,3,0.01,1.6
9761,000006BA,2,0.01,0.8
9762,00002E35,8,0.1,1.8
9763,00001B4F,5,0.05,0.1
9764,000012C8,4,0.01,2.0
9765,00001AE4,5,0.05,1.2
9766,00000E89,3,0.05,0.8
9767,000027B2,7,0.05,0.4
9768,00001CF6,5,0.5,1.9
9769,00002298,6,0.25,1.5
9770,000012DE,4,0.01,1.7
9771,00001EEA,5,1.0,0.9
9772,00002731,7,0.05,1.7
9773,00002B20,7,1.0,1.6
9774,00001B67,5,0.1,1.9
9775,00000ED0,3,0.05,0.1
9776,0000187C,4,1.0,1.4
9777,000031C6,8,1.0,0.6
9778,0000131E,4,0.01,1.1
9779,00001C11,5,0.1,0.2
9780,00002371,6,0.5,1.3
9781,00000048,1,0.01,1.3
9782,00001EDE,5,1.0,1.0
9783,000017F8,4,0.75,0.7
9784,00000D10,3,0.01,0.6
9785,00000BEE,2,1.0,1.5
9786,00002EE4,8,0.25,2.0
9787,000025B8,7,0.01,1.5
9788,00000CC9,3,0.01,1.3
9789,0000105B,3,0.25,0.2
9790,00000760,2,0.025,1.2
9791,00000FCC,3,0.25,1.6
9792,00001C7D,5,0.25,1.1
9793,00002681,7,0.025,1.5
9794,000020E9,6,0.05,1.8
9795,000014C3,4,0.05,0.9
9796,000013AC,4,0.025,1.7
9797,00002E60,8,0.1,1.3
9798,000029C0,7,0.5,1.2
9799,00000A9D,2,0.5,0.9
9800,00000E7A,3,0.05,1.0
9801,0000010A,1,0.025,1.4
9802,00002FC9,8,0.5,1.7
9803,00001527,4,0.1,1.9
9804,00001A27,5,0.025,1.1
9805,000011EA,3,0.75,0.2
9806,000000C8,1,0.025,2.0
9807,00002C86,8,0.01,0.1
9808,00001789,4,0.75,1.8
9809,00002011,6,0.025,2.0
9810,0000246D,6,0.75,0.8
9811,00001DD4,5,0.75,1.7
9812,0000278E,7,0.05,0.8
9813,0000052C,1,0.75,0.8
9814,00000C2B,2,1.0,0.9
9815,000013F3,4,0.025,1.0
9816,000002DF,1,0.1,0.7
9817,00000EE3,3,0.1,1.9
9818,00001F53,6,0.01,1.9
9819,00002545,6,1.0,0.6
9820,00001F16,5,1.0,0.5
9821,000002F2,1,0.1,0.5
9822,00000700,2,0.01,0.1
9823,00000252,1,0.05,0.1
9824,00001FEF,6,0.01,0.3
9825,00002A2E,7,0.5,0.1
9826,000003C5,1,0.25,0.4
9827,00001B96,5,0.1,1.4
9828,00001FF4,6,0.01,0.2
9829,00000696,2,0.01,1.2
9830,0000286F,7,0.1,0.5
9831,000001E7,1,0.05,1.2
9832,00001668,4,0.25,0.7
9833,00000ADC,2,0.5,0.2
9834,00002BEA,8,0.01,1.6
9835,00002109,6,0.05,1.5
9836,00001F27,5,1.0,0.3
9837,0000285F,7,0.1,0.7
9838,00000AFC,2,0.75,1.9
9839,0000306C,8,0.5,0.1
9840,00001A88,5,0.025,0.1
9841,00001005,3,0.25,1.0
9842,000026F6,7,0.025,0.3
9843,00002096,6,0.025,0.6
9844,00000DF7,3,0.025,0.3
9845,00002E6C,8,0.1,1.2
9846,00000106,1,0.025,1.4
9847,000021F1,6,0.1,1.2
9848,000015F0,4,0.25,1.9
9849,00000162,1,0.025,0.5
9850,0000148D,4,0.05,1.4
9851,0000213D,6,0.05,1.0
9852,000017FC,4,0.75,0.6
9853,000021CF,6,0.1,1.5
9854,00001CEA,5,0.5,2.0
9855,00001E61,5,0.75,0.3
9856,000000BB,1,0.01,0.2
9857,000025C7,7,0.01,1.3
9858,00000CF6,3,0.01,0.9
9859,000028F5,7,0.25,1.2
9860,00002A67,7,0.75,1.5
9861,0000120E,3,1.0,1.8
9862,00002487,6,0.75,0.5
9863,00002EC3,8,0.1,0.3
9864,00001D5E,5,0.5,0.9
9865,000005D3,1,1.0,1.1
9866,000001D5,1,0.05,1.4
9867,00000160,1,0.025,0.5
9868,000017E9,4,0.75,0.8
9869,00002674,7,0.025,1.6
9870,00000EE6,3,0.1,1.9
9871,00000F36,3,0.1,1.1
9872,00001927,5,0.01,1.7
9873,0000196F,5,0.01,0.9
9874,000015D7,4,0.1,0.1
9875,00001974,5,0.01,0.9
9876,00001808,4,0.75,0.5
9877,00002C92,8,0.025,1.9
9878,000025CA,7,0.01,1.3
9879,00002A3C,7,0.75,1.9
9880,000007BE,2,0.025,0.2
9881,00001CDF,5,0.25,0.1
9882,00002530,6,1.0,0.8
9883,00001D24,5,0.5,1.4
9884,00001B49,5,0.05,0.2
9885,000003C3,1,0.25,0.4
9886,00000914,2,0.1,0.8
9887,000026AE,7,0.025,1.0
9888,00001680,4,0.25,0.4
9889,00001643,4,0.25,1.1
9890,00000EA2,3,0.05,0.6
9891,000001CB,1,0.05,1.5
9892,00001FD9,6,0.01,0.5
9893,00001DF1,5,0.75,1.4
9894,0000160C,4,0.25,1.6
9895,00002CBB,8,0.025,1.5
9896,00000F4C,3,0.1,0.9
9897,000006BC,2,0.01,0.8
9898,000006A1,2,0.01,1.1
9899,00000AEC,2,0.5,0.1
9900,00001A0F,5,0.025,1.3
9901,00002E45,8,0.1,1.6
9902,000024AB,6,0.75,0.2
9903,000024B7,6,0.75,0.1
9904,000000CE,1,0.025,2.0
9905,00001817,4,0.75,0.4
9906,00000FBC,3,0.25,1.8
9907,000007FC,2,0.05,1.6
9908,00002C51,8,0.01,0.6
9909,00002E0E,8,0.05,0.1
9910,00000A1F,2,0.25,0.1
9911,0000313D,8,1.0,2.0
9912,00000DE9,3,0.025,0.4
9913,00002020,6,0.025,1.8
9914,000010B8,3,0.5,1.2
9915,00000DD5,3,0.025,0.6
9916,0000215F,6,0.05,0.6
9917,00002D25,8,0.025,0.5
9918,000029C5,7,0.5,1.1
9919,0000070D,2,0.025,2.0
9920,00002E63,8,0.1,1.3
9921,00000896,2,0.05,0.1
9922,00002E57,8,0.1,1.4
9923,00002444,6,0.75,1.2
9924,000023AE,6,0.5,0.7
9925,0000149D,4,0.05,1.3
9926,00002F7D,8,0.25,0.5
9927,00002D89,8,0.05,1.5
9928,00002B04,7,1.0,1.9
9929,000021B2,6,0.1,1.8
9930,00000BA5,2,0.75,0.2
9931,00000C24,2,1.0,1.0
9932,000009E3,2,0.25,0.7
9933,00000BFD,2,1.0,1.4
9934,00002D21,8,0.025,0.5
9935,00001AFE,5,0.05,0.9
9936,000030C0,8,0.75,1.2
9937,000019AF,5,0.01,0.3
9938,00002B46,7,1.0,1.3
9939,0000008F,1,0.01,0.6
9940,00000B66,2,0.75,0.9
9941,00002770,7,0.05,1.1
9942,000013DE,4,0.025,1.2
9943,00001BE1,5,0.1,0.7
9944,00002EBE,8,0.1,0.4
9945,000008B6,2,0.1,1.7
9946,0000084E,2,0.05,0.8
9947,0000243F,6,0.75,1.3
9948,000016B9,4,0.5,1.9
9949,000003EA,1,0.5,2.0
9950,00000BFA,2,1.0,1.4
9951,00002D2A,8,0.025,0.4
9952,00001EE2,5,1.0,1.0
9953,00002276,6,0.25,1.8
9954,00002AFC,7,1.0,2.0
9955,00000B3C,2,0.75,1.3
9956,00002380,6,0.5,1.2
9957,00000F0F,3,0.1,1.5
9958,00002B1A,7,1.0,1.7
9959,00002FE2,8,0.5,1.5
9960,00001FEE,6,0.01,0.3
9961,00002BBF,7,1.0,0.1
9962,0000070E,2,0.025,2.0
9963,000023C0,6,0.5,0.5
9964,000023DF,6,0.5,0.2
9965,00001DF6,5,0.75,1.3
9966,0000056A,1,0.75,0.2
9967,0000221A,6,0.1,0.7
9968,00001200,3,1.0,2.0
9969,00000658,2,0.01,1.8
9970,00003038,8,0.5,0.6
9971,000008E4,2,0.1,1.3
9972,00000DA7,3,0.025,1.1
9973,00002D6E,8,0.05,1.7
9974,00000C8D,3,0.01,1.9
9975,000014A7,4,0.05,1.2
9976,00002051,6,0.025,1.3
9977,00003151,8,1.0,1.8
9978,000011EF,3,0.75,0.1
9979,00003099,8,0.75,1.6
9980,00002AFE,7,1.0,2.0
9981,00002841,7,0.1,1.0
9982,00000606,1,1.0,0.6
9983,00000ABF,2,0.5,0.5
9984,00002BFB,8,0.01,1.5
9985,00002FC6,8,0.5,1.7
9986,000010FC,3,0.5,0.6
9987,00001583,4,0.1,1.0
9988,00002D3B,8,0.025,0.3
9989,00002996,7,0.5,1.6
9990,00000D3D,3,0.01,0.2
9991,00000A01,2,0.25,0.4
9992,00001521,4,0.1,2.0
9993,00001781,4,0.75,1.9
9994,000010BF,3,0.5,1.2
9995,000004CD,1,0.75,1.8
9996,00002CE9,8,0.025,1.1
9997,0000053F,1,0.75,0.6
9998,00001859,4,1.0,1.7
9999,00001E82,5,1.0,1.9
10000,00000EB3,3,0.05,0.4
10001,00002713,7,0.05,2.0
10002,00001CAF,5,0.25,0.6
10003,00002460,6,0.75,0.9
10004,000028C1,7,0.25,1.7
10005,0000056E,1,0.75,0.1
10006,0000074A,2,0.025,1.4
10007,00002F39,8,0.25,1.2
10008,0000075F,2,0.025,1.2
10009,000006D9,2,0.01,0.5
10010,000014DD,4,0.05,0.6
10011,00001077,3,0.5,1.9
10012,00002F11,8,0.25,1.6
10013,00000E30,3,0.05,1.7
10014,00002870,7,0.1,0.5
10015,0000168A,4,0.25,0.3
10016,00001E38,5,0.75,0.7
10017,00002548,6,1.0,0.6
10018,00000D29,3,0.01,0.4
10019,00001ECD,5,1.0,1.2
10020,00001B43,5,0.05,0.3
10021,000002BE,1,0.1,1.0
10022,00001056,3,0.25,0.2
10023,00002DDC,8,0.05,0.6
10024,00002B43,7,1.0,1.3
10025,00002327,6,0.25,0.1
10026,00000004,1,0.01,2.0
10027,00000018,1,0.01,1.8
10028,00001BE0,5,0.1,0.7
10029,000016C4,4,0.5,1.8
10030,000002E3,1,0.1,0.7
10031,00002B02,7,1.0,1.9
10032,00001377,4,0.01,0.2
10033,00000186,1,0.025,0.1
10034,00001C49,5,0.25,1.6
10035,00001619,4,0.25,1.5
10036,00001477,4,0.05,1.7
10037,00000DC1,3,0.025,0.8
10038,00001376,4,0.01,0.2
10039,000004E5,1,0.75,1.5
10040,000022B8,6,0.25,1.2
10041,00000ED9,3,0.1,2.0
10042,000016C2,4,0.5,1.8
10043,00001C53,5,0.25,1.5
10044,0000112E,3,0.5,0.1
10045,00002DE4,8,0.05,0.6
10046,0000142E,4,0.025,0.4
10047,00000B35,2,0.75,1.4
10048,00000687,2,0.01,1.3
10049,00002D6B,8,0.05,1.8
10050,00001401,4,0.025,0.8
10051,0000207E,6,0.025,0.9
10052,00001D38,5,0.5,1.2
10053,00001BF9,5,0.1,0.4
10054,000003FD,1,0.5,1.8
10055,00002EB0,8,0.1,0.5
10056,000004B3,1,0.75,2.0
10057,00002BF2,8,0.01,1.5
10058,000021DD,6,0.1,1.4
10059,00000974,2,0.25,1.8
10060,0000054C,1,0.75,0.5
10061,000007BD,2,0.025,0.2
10062,00000D0A,3,0.01,0.7
10063,00001B3C,5,0.05,0.3
10064,00001211,3,1.0,1.8
10065,00001688,4,0.25,0.4
10066,00002A56,7,0.75,1.7
10067,00000529,1,0.75,0.8
10068,00001AD0,5,0.05,1.4
10069,0000279B,7,0.05,0.7
10070,00000280,1,0.1,1.6
10071,000000DE,1,0.025,1.8
10072,00000E55,3,0.05,1.4
10073,00001B26,5,0.05,0.5
10074,000024DB,6,1.0,1.7
10075,00001D63,5,0.5,0.8
10076,00000FF3,3,0.25,1.2
10077,00000944,2,0.1,0.3
10078,00002E05,8,0.05,0.2
10079,000021FF,6,0.1,1.0
10080,0000168F,4,0.25,0.3
10081,0000219E,6,0.1,2.0
10082,00001F7D,6,0.01,1.4
10083,00000F99,3,0.1,0.1
10084,000007D9,2,0.05,2.0
10085,00001171,3,0.75,1.4
10086,000021B5,6,0.1,1.8
10087,00000EDB,3,0.1,2.0
10088,000005B0,1,1.0,1.5
10089,000000BE,1,0.01,0.1
10090,000007B9,2,0.025,0.3
10091,00001B91,5,0.1,1.5
10092,00001CCF,5,0.25,0.3
10093,000019F7,5,0.025,1.6
10094,000013C6,4,0.025,1.4
10095,000031D1,8,1.0,0.5
10096,0000179F,4,0.75,1.6
10097,00000F7E,3,0.1,0.4
10098,00001661,4,0.25,0.8
10099,000011F7,3,0.75,0.1
10100,000008B4,2,0.1,1.8
10101,0000155C,4,0.1,1.4
10102,000031A6,8,1.0,0.9
10103,0000254C,6,1.0,0.6
10104,0000222C,6,0.1,0.6
10105,00002A11,7,0.5,0.4
10106,00002B13,7,1.0,1.8
10107,0000206E,6,0.025,1.0
10108,00000BBA,2,1.0,2.0
10109,000024ED,6,1.0,1.5
10110,000026D8,7,0.025,0.6
10111,0000266D,7,0.025,1.7
10112,0000296D,7,0.5,2.0
10113,00001B20,5,0.05,0.6
10114,000006B4,2,0.01,0.9
10115,000001ED,1,0.05,1.1
10116,00002155,6,0.05,0.7
10117,00001151,3,0.75,1.7
10118,0000084D,2,0.05,0.8
10119,0000260F,7,0.01,0.6
10120,0000057E,1,1.0,2.0
10121,0000301F,8,0.5,0.9
10122,00002FCA,8,0.5,1.7
10123,00001DA3,5,0.5,0.2
10124,00002B7C,7,1.0,0.7
10125,0000030B,1,0.1,0.3
10126,000004D3,1,0.75,1.7
10127,00001922,5,0.01,1.7
10128,00000526,1,0.75,0.9
10129,000015B9,4,0.1,0.4
10130,000019AA,5,0.01,0.3
10131,00002606,7,0.01,0.7
10132,00002678,7,0.025,1.6
10133,00000DF3,3,0.025,0.3
10134,0000117B,3,0.75,1.3
10135,000010A9,3,0.5,1.4
10136,00002343,6,0.5,1.8
10137,00001C9C,5,0.25,0.8
10138,000010DF,3,0.5,0.9
10139,00001FB5,6,0.01,0.9
10140,00001F18,5,1.0,0.4
10141,000029E2,7,0.5,0.8
10142,0000036A,1,0.25,1.3
10143,00001EE9,5,1.0,0.9
10144,00000A5D,2,0.5,1.5
10145,000017D0,4,0.75,1.1
10146,00002DC9,8,0.05,0.8
10147,00000305,1,0.1,0.3
10148,00001959,5,0.01,1.2
10149,000019AC,5,0.01,0.3
10150,00003107,8,0.75,0.5
10151,00002737,7,0.05,1.7
10152,000020EB,6,0.05,1.8
10153,0000282A,7,0.1,1.2
10154,000003D0,1,0.25,0.3
10155,0000166F,4,0.25,0.6
10156,0000230F,6,0.25,0.3
10157,0000108F,3,0.5,1.7
10158,00002F76,8,0.25,0.5
10159,000028AD,7,0.25,1.9
10160,00002912,7,0.25,0.9
10161,000019CF,5,0.025,2.0
10162,0000319A,8,1.0,1.1
10163,00002437,6,0.75,1.3
10164,000029BD,7,0.5,1.2
10165,00001A48,5,0.025,0.8
10166,00001F48,6,0.01,2.0
10167,000019C5,5,0.01,0.1
10168,0000076F,2,0.025,1.0
10169,000022B6,6,0.25,1.2
10170,00001F28,5,1.0,0.3
10171,00000EEC,3,0.1,1.8
10172,00002CD3,8,0.025,1.3
10173,00002DA9,8,0.05,1.2
10174,00001D56,5,0.5,0.9
10175,00002DAE,8,0.05,1.1
10176,00002F0B,8,0.25,1.6
10177,00000CD7,3,0.01,1.2
10178,000014FC,4,0.05,0.3
10179,00002B6B,7,1.0,0.9
10180,00001BE9,5,0.1,0.6
10181,00002DF0,8,0.05,0.4
10182,00000CA8,3,0.01,1.6
10183,000021DE,6,0.1,1.3
10184,00002165,6,0.05,0.6
10185,00001E85,5,1.0,1.9
10186,00000D9A,3,0.025,1.2
10187,000024C4,6,1.0,1.9
10188,00002CF7,8,0.025,0.9
10189,00002059,6,0.025,1.2
10190,000026D2,7,0.025,0.7
10191,00002E32,8,0.1,1.8
10192,000028A9,7,0.25,2.0
10193,00001512,4,0.05,0.1
10194,00002121,6,0.05,1.2
10195,00002EF1,8,0.25,1.9
10196,000023DB,6,0.5,0.3
10197,00002690,7,0.025,1.3
10198,00002550,6,1.0,0.5
10199,0000217D,6,0.05,0.3
10200,000002A3,1,0.1,1.3
10201,00002546,6,1.0,0.6
10202,00000203,1,0.05,0.9
10203,00000627,1,1.0,0.3
10204,000010FD,3,0.5,0.6
10205,00001345,4,0.01,0.7
10206,000011F1,3,0.75,0.1
10207,0000184C,4,1.0,1.8
10208,00000C74,2,1.0,0.2
10209,00002185,6,0.05,0.2
10210,0000116D,3,0.75,1.4
10211,000022D2,6,0.25,0.9
10212,00002B14,7,1.0,1.8
10213,00001700,4,0.5,1.2
10214,00000DBB,3,0.025,0.9
10215,0000057B,1,1.0,2.0
10216,00000514,1,0.75,1.0
10217,00001C0A,5,0.1,0.3
10218,000022AA,6,0.25,1.3
10219,00000707,2,0.01,0.1
10220,00002659,7,0.025,1.9
10221,00001B63,5,0.1,1.9
10222,00000891,2,0.05,0.1
