,id,...1.x,x070,x075,x080,x085,x090,x095,x099,x100,more_than_one_mutant,first_mutant_init_time,pop_radius_at_first_mut_init,mu_driver_birth,s_driver_birth,birth_rate_end_mean,sr1,sweep_complete_time,num_cell,sim_length,sim_size 
3316,00000303d,772,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,424.663177,58.21824171,1e-05,0.075,2.799480312,1.999422569,0,1,234.64035,1e+06
3317,00000304,773,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,162.164978,14.10494759,1e-05,2,10,10,305.633301,18870,381.977631,1e+06
3318,00000304a,773,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,386.667511,42.51684188,1e-05,0.15,6.018335298,5.575928109,665.651733,82396,934.736023,1e+06
3319,00000304d,773,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,385.803986,43.63998223,1e-05,0.075,3.28237268,2.535969644,1058.65564,201673,381.977631,1e+06
3320,00000305,774,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,239.859421,29.27311883,1e-05,2,9.7397037,9.710781889,253.593964,17351,331.361938,1e+06
3321,00000305a,774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,543.002686,73.84420533,1e-05,0.15,4.853370171,4.281522412,0,1,1195.56665,1e+06
3322,00000305d,774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,422.612549,57.25064976,1e-05,0.075,2.776571511,1.973968346,0,1,331.361938,1e+06
3323,00000306,775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207.421555,23.77008018,1e-05,2,9.829618539,9.810687265,239.546585,16005,326.652039,1e+06
3324,00000306a,775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,571.511841,75.22363224,1e-05,0.15,5.319204218,4.799115798,0,1,1157.46582,1e+06
3325,00000306d,775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,190.343872,21.03451311,1e-05,0.075,3.532122265,2.813469183,449.565186,42639,326.652039,1e+06
3326,00000307,776,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,102.66552,13.50544128,1e-05,2,9.682983749,9.647759721,123.421303,4914,226.45462,1e+06
3327,00000307a,776,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,360.924561,47.30452938,1e-05,0.15,6.78872312,6.431914578,711.481445,154806,906.71814,1e+06
3328,00000307d,776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,571.499756,78.88371166,1e-05,0.075,2.973753725,2.193059694,0,1,226.45462,1e+06
3329,00000308,777,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,131.318924,13.41083107,1e-05,2,10,10,156.861679,2766,253.548569,1e+06
3330,00000308a,777,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,339.615723,40.64906665,1e-05,0.15,7.003091685,6.670101872,735.910706,69047,951.020203,1e+06
3331,00000308d,777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,559.577209,69.13567278,1e-05,0.075,2.371785328,1.52420592,0,1,253.548569,1e+06
3332,00000309,778,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.150627,8.612107227,1e-05,2,9.334782785,9.260869761,99.691322,1981,201.706833,1e+06
3333,00000309a,778,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.150627,8.61198023,1e-05,0.15,6.008063105,5.564514561,212.737244,10710,635.944824,1e+06
3334,00000309d,778,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.150627,8.61198023,1e-05,0.075,2.65761728,1.841796978,266.748474,6885,201.706833,1e+06
3335,0000030A,779,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,188.340408,19.42185212,1e-05,2,9.900278374,9.889198193,0,1,308.463959,1e+06
3336,0000030Aa,779,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,441.025269,54.38214001,1e-05,0.15,6.191440398,5.768267109,1061.858521,373354,1169.976074,1e+06
3337,0000030Ad,779,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,455.838043,53.27336056,1e-05,0.075,3.150255968,2.389173298,1151.860474,172781,308.463959,1e+06
3338,0000030B,780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,222.209961,26.60119822,1e-05,2,9.722969527,9.692188363,0,1,380.746887,1e+06
3339,0000030Ba,780,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,191.921112,22.47571555,1e-05,0.15,6.31676533,5.907517033,526.818115,102509,790.06604,1e+06
3340,0000030Bd,780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,252.449402,30.20917814,1e-05,0.075,2.739939986,1.933266651,0,1,380.746887,1e+06
3341,0000030C,781,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.923019,28.66880475,1e-05,2,10,10,247.656555,12462,325.606659,1e+06
3342,0000030Ca,781,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288.994324,38.7405616,1e-05,0.15,6.134594307,5.705104786,479.668549,85883,777.517334,1e+06
3343,0000030Cd,781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,333.018036,46.68136117,1e-05,0.075,3.951637803,3.279597559,0,1,325.606659,1e+06
3344,0000030D,782,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,120.689186,12.61584865,1e-05,2,10,10,132.823486,3743,225.781982,1e+06
3345,0000030Da,782,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,520.105957,65.13152734,1e-05,0.15,6.410243511,6.011381679,907.888672,310849,1002.538147,1e+06
3346,0000030Dd,782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,433.932587,55.98000384,1e-05,0.075,2.669801904,1.855335449,0,1,225.781982,1e+06
3347,0000030E,783,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,293.418152,37.02703221,1e-05,2,10,10,0,1,423.500153,1e+06
3348,0000030Ea,783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,479.957001,63.4431124,1e-05,0.15,5.39376998,4.881966644,0,1,1105.5979,1e+06
3349,0000030Ed,783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,421.943878,54.43771708,1e-05,0.075,3.315917152,2.57324128,0,1,423.500153,1e+06
3350,0000030F,784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129.581512,16.33253048,1e-05,2,10,10,137.79808,4982,219.057129,1e+06
3351,0000030Fa,784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,170.342056,20.76800173,1e-05,0.15,6.340332341,5.933702601,729.83728,226485,918.015808,1e+06
3352,0000030Fd,784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,307.669739,38.13187066,1e-05,0.075,2.80388755,2.0043195,0,1,219.057129,1e+06
3353,00000310,785,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,213.69783,22.35534076,1e-05,2,9.371428363,9.30158707,245.948563,20080,334.276917,1e+06
3354,00000310a,785,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,248.734787,27.39080871,1e-05,0.15,6.256466512,5.840518347,725.964111,142099,979.505981,1e+06
3355,00000310d,785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,598.534668,74.50293817,1e-05,0.075,2.576082674,1.751202971,0,1,334.276917,1e+06
3356,00000311,786,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,186.02356,19.18272872,1e-05,2,9.817245522,9.796939469,235.642624,14573,333.04303,1e+06
3357,00000311a,786,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,301.813934,36.81958453,1e-05,0.15,7.344988452,7.049987169,1035.673218,606144,1086.866089,1e+06
3358,00000311d,786,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,638.233093,87.82712264,1e-05,0.075,2.90681531,2.118683678,0,1,333.04303,1e+06
3359,00000312,787,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,136.832748,8.938575828,1e-05,2,9.42035253,9.355947255,164.856476,1670,279.325806,1e+06
3360,00000312a,787,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,494.27417,53.69887577,1e-05,0.15,6.060398715,5.622665239,0,1,1075.610596,1e+06
3361,00000312d,787,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,136.832748,8.938444016,1e-05,0.075,2.889134347,2.099038163,0,1,279.325806,1e+06
3362,00000313,788,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,297.068634,34.51766278,1e-05,2,10,10,390.019348,58815,457.656555,1e+06
3363,00000313a,788,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,313.946259,38.33999288,1e-05,0.15,5.52807354,5.031192822,879.028442,468873,969.101074,1e+06
3364,00000313d,788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,762.900879,98.56700435,1e-05,0.075,3.221615725,2.468461917,0,1,457.656555,1e+06
3365,00000314,789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,136.214371,14.95922624,1e-05,2,9.462411867,9.402679852,159.614792,6413,249.849152,1e+06
3366,00000314a,789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,384.875458,45.46892027,1e-05,0.15,5.710362959,5.233736621,1017.669495,302734,1125.539917,1e+06
3367,00000314d,789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,448.823761,54.75255709,1e-05,0.075,2.667705537,1.853006152,0,1,249.849152,1e+06
3368,00000315,790,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,241.980774,25.35126456,1e-05,2,9.604033328,9.560037031,0,1,397.138275,1e+06
3369,00000315a,790,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,234.292618,24.76657325,1e-05,0.15,5.951727438,5.501919376,0,1,1062.976074,1e+06
3370,00000315d,790,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,610.330261,75.75702771,1e-05,0.075,2.413862105,1.570957894,0,1,397.138275,1e+06
3371,00000316,791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.086472,21.89494981,1e-05,2,9.98693854,9.985487267,256.840088,24910,335.693481,1e+06
3372,00000316a,791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.114395,23.7026781,1e-05,0.15,5.778548489,5.309498321,536.852295,63240,905.518921,1e+06
3373,00000316d,791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,218.114395,23.7026781,1e-05,0.075,3.056448441,2.284942712,0,1,335.693481,1e+06
3374,00000317,792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,191.813187,23.03558617,1e-05,2,10,10,247.826248,37760,318.056732,1e+06
3375,00000317a,792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225.257019,26.51691043,1e-05,0.15,6.20373623,5.781929144,566.839783,49455,934.44751,1e+06
3376,00000317d,792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,628.543091,83.78167825,1e-05,0.075,4.155996101,3.506662334,0,1,318.056732,1e+06
3377,00000318,793,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110.275482,7.958990864,1e-05,2,9.611212893,9.568014326,121.649757,1125,237.901154,1e+06
3378,00000318a,793,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,277.303711,30.78842057,1e-05,0.15,7.067335504,6.741483893,918.721619,680061,944.613708,1e+06
3379,00000318d,793,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110.275482,7.938851143,1e-05,0.075,3.44959308,2.721770089,1337.771362,361264,237.901154,1e+06
3380,00000319,794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,169.691193,18.1598119,1e-05,2,9.988683564,9.987426182,230.982971,49838,302.018402,1e+06
3381,00000319a,794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,229.60994,25.5883457,1e-05,0.15,6.74960033,6.388444811,597.007324,71025,845.477478,1e+06
3382,00000319d,794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,584.445618,70.84792584,1e-05,0.075,3.036754511,2.263060568,0,1,302.018402,1e+06
3383,0000031A,795,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.691483,16.72730229,1e-05,2,9.971164472,9.967960524,184.43074,5479,283.29306,1e+06
3384,0000031Aa,795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,313.052063,39.74634531,1e-05,0.15,6.437368927,6.04152103,0,1,904.244141,1e+06
3385,0000031Ad,795,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,315.311584,39.55367354,1e-05,0.075,2.476194179,1.640215754,0,1,283.29306,1e+06
3386,0000031B,796,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,117.160843,14.42847204,1e-05,2,10,10,133.571915,3854,229.58551,1e+06
3387,0000031Ba,796,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,424.230591,57.05293065,1e-05,0.15,7.458392384,7.175991538,826.611267,308384,891.99585,1e+06
3388,0000031Bd,796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,538.092529,72.28235242,1e-05,0.075,2.523054817,1.69228313,0,1,229.58551,1e+06
3389,0000031C,797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271.194427,29.31115353,1e-05,2,9.816362386,9.795958207,311.607819,24357,393.972626,1e+06
3390,0000031Ca,797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,253.034943,27.38499757,1e-05,0.15,6.371736003,5.968595559,827.622559,561789,884.469849,1e+06
3391,0000031Cd,797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,723.561523,90.80998966,1e-05,0.075,3.259991411,2.511101568,0,1,393.972626,1e+06
3392,0000031D,798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,307.030518,30.68012539,1e-05,2,9.999869844,9.999855382,323.982635,8972,410.882751,1e+06
3393,0000031Da,798,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,209.362946,18.97388946,1e-05,0.15,5.924929801,5.472144223,0,1,1198.797119,1e+06
3394,0000031Dd,798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,343.969269,36.90593452,1e-05,0.075,3.25281199,2.503124433,1476,527916,410.882751,1e+06
3395,0000031E,799,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.813507,5.499120934,1e-05,2,9.683486703,9.648318559,139.676971,1199,277.738647,1e+06
3396,0000031Ea,799,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,323.843597,35.76267779,1e-05,0.15,6.351752532,5.946391702,722.763855,69314,1064.410034,1e+06
3397,0000031Ed,799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,481.648254,57.25898906,1e-05,0.075,4.233053358,3.592281509,0,1,277.738647,1e+06
3398,0000031F,800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119.456802,12.97655178,1e-05,2,9.439134933,9.376816592,175.001602,10691,261.185577,1e+06
3399,0000031Fa,800,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,188.118347,20.46694433,1e-05,0.15,5.738520052,5.26502228,0,1,842.933289,1e+06
3400,0000031Fd,800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,244.210266,28.51251391,1e-05,0.075,3.220160405,2.466844894,763.03772,84149,261.185577,1e+06
3401,00000320,801,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,256.690308,29.38165876,1e-05,2,9.916198175,9.906886862,309.76358,26594,401.555054,1e+06
3402,00000320a,801,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,322.195892,36.92749047,1e-05,0.15,5.438845533,4.932050592,912.783508,167862,1084.590576,1e+06
3403,00000320d,801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,437.826569,52.89258539,1e-05,0.075,3.029681309,2.255201454,0,1,401.555054,1e+06
3404,00000321,802,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,229.526642,28.75195915,1e-05,2,9.999954088,9.999948987,285.16983,85112,347.58728,1e+06
3405,00000321a,802,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,251.14209,31.69018288,1e-05,0.15,5.960283357,5.511425952,593.186035,52478,979.444885,1e+06
3406,00000321d,802,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,423.21347,55.56622982,1e-05,0.075,3.19609332,2.440103689,0,1,347.58728,1e+06
3407,00000322,803,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,197.921051,26.37889182,1e-05,2,9.999463733,9.999404148,259.725891,14860,347.379425,1e+06
3408,00000322a,803,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,445.878265,58.5725529,1e-05,0.15,6.128358844,5.698176493,792.752991,155955,937.308899,1e+06
3409,00000322d,803,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,571.144775,76.60730625,1e-05,0.075,2.777782071,1.975313412,0,1,347.379425,1e+06
3410,00000323,804,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,72.711899,7.817755474,1e-05,2,9.967998423,9.964442692,111.431938,1748,233.810364,1e+06
3411,00000323a,804,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,329.276001,40.04553916,1e-05,0.15,6.056876213,5.618751348,925.518066,222105,1074.626221,1e+06
3412,00000323d,804,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,450.673676,59.12696069,1e-05,0.075,2.658309205,1.842565783,0,1,233.810364,1e+06
3413,00000324,805,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266.39975,25.13056784,1e-05,2,10,10,286.980682,15514,363.323547,1e+06
3414,00000324a,805,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,404.143738,45.90090562,1e-05,0.15,5.962245499,5.51360611,0,1,1005.353271,1e+06
3415,00000324d,805,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,551.993286,67.38936968,1e-05,0.075,2.998176211,2.22019579,0,1,363.323547,1e+06
3416,00000325,806,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271.313721,28.27188882,1e-05,2,9.843390392,9.825989324,325.871155,19801,417.0784,1e+06
3417,00000325a,806,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,218.489059,28.03403483,1e-05,0.15,5.612209219,5.12467691,0,1,837.064941,1e+06
3418,00000325d,806,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,218.489105,28.03403483,1e-05,0.075,3.149159268,2.387954742,0,1,417.0784,1e+06
3419,00000326,807,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100.251762,9.236317745,1e-05,2,9.658003096,9.620003441,108.908554,2273,217.81459,1e+06
3420,00000326a,807,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,554.222778,69.76586894,1e-05,0.15,7.134921306,6.816579229,997.990417,359590,1067.013184,1e+06
3421,00000326d,807,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,310.77182,38.67477415,1e-05,0.075,3.292971219,2.547745799,993.998352,126842,217.81459,1e+06
3422,00000327,808,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,141.032547,13.43454608,1e-05,2,10,10,225.601044,16981,301.560333,1e+06
3423,00000327a,808,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,352.796997,40.03758967,1e-05,0.15,6.248664094,5.831848993,616.635559,39617,962.424133,1e+06
3424,00000327d,808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,562.25293,68.91662943,1e-05,0.075,2.608609405,1.787343783,0,1,301.560333,1e+06
3425,00000328,809,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116.687225,9.869432502,1e-05,2,9.99978247,9.9997583,154.705902,4045,259.1409,1e+06
3426,00000328a,809,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278.684113,30.48190542,1e-05,0.15,5.605186449,5.116873832,881.760803,371814,1010.558655,1e+06
3427,00000328d,809,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,162.838196,16.27371578,1e-05,0.075,3.415256054,2.683617838,459.76651,29033,259.1409,1e+06
3428,00000329,810,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,143.49382,18.87324211,1e-05,2,10,10,180.644791,5512,286.368408,1e+06
3429,00000329a,810,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,155.402817,20.3890341,1e-05,0.15,5.611009167,5.123343519,0,1,1099.126099,1e+06
3430,00000329d,810,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,424.273071,59.23184587,1e-05,0.075,2.940011376,2.155568196,0,1,286.368408,1e+06
3431,0000032A,811,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119.470848,11.36827275,1e-05,2,9.967641076,9.96404564,128.875641,2423,232.742584,1e+06
3432,0000032Aa,811,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,422.769318,49.77034794,1e-05,0.15,6.416776844,6.018640938,0,1,1106.557861,1e+06
3433,0000032Ad,811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,231.786179,25.16184341,1e-05,0.075,2.490387905,1.655986561,0,1,232.742584,1e+06
3434,0000032B,812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,182.823517,24.02979741,1e-05,2,9.390713465,9.323014961,217.403488,6393,319.352295,1e+06
3435,0000032Ba,812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,388.070679,53.90889779,1e-05,0.15,5.926856206,5.474284673,944.425903,387877,1050.71167,1e+06
3436,0000032Bd,812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225.842377,29.95522607,1e-05,0.075,2.85233994,2.058155489,693.424255,67460,319.352295,1e+06
3437,0000032C,813,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,163.105087,21.26809086,1e-05,2,9.585057778,9.538953087,186.578003,9768,281.010986,1e+06
3438,0000032Ca,813,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,500.501129,66.1835504,1e-05,0.15,6.009138385,5.565709317,931.613037,364602,1012.831909,1e+06
3439,0000032Cd,813,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,195.752213,25.13019726,1e-05,0.075,3.278638657,2.53182073,1447.615356,560455,281.010986,1e+06
3440,0000032D,814,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,170.238571,19.34795768,1e-05,2,9.982996964,9.981107738,235.035431,11261,324.772217,1e+06
3441,0000032Da,814,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,152.470657,15.86767532,1e-05,0.15,6.460121232,6.066801369,0,1,1090.134155,1e+06
3442,0000032Dd,814,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,152.470657,15.86767532,1e-05,0.075,2.605472319,1.783858132,0,1,324.772217,1e+06
3443,0000032E,815,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,244.733505,29.30572302,1e-05,2,9.996080586,9.995645096,0,1,372.96582,1e+06
3444,0000032Ea,815,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,287.659241,31.55429169,1e-05,0.15,5.930169454,5.47796606,535.647339,32965,972.39801,1e+06
3445,0000032Ed,815,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,178.391708,17.02880813,1e-05,0.075,2.635487974,1.81720886,694.641602,58240,372.96582,1e+06
3446,0000032F,816,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,168.306,18.78024909,1e-05,2,9.971586057,9.968428953,191.052551,5915,291.856079,1e+06
3447,0000032Fa,816,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,263.886597,29.51094456,1e-05,0.15,5.872289853,5.413655392,344.076141,12405,668.286987,1e+06
3448,0000032Fd,816,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,340.080475,40.4016472,1e-05,0.075,3.046077247,2.273419163,1290.088745,383783,291.856079,1e+06
3449,00000330,817,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351.822693,39.81094908,1e-05,2,9.775128894,9.750143215,374.657013,30488,448.632599,1e+06
3450,00000330a,817,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.340942,23.50037558,1e-05,0.15,5.95144941,5.501610456,532.661682,44837,900.348022,1e+06
